,title,type,metro_distance,square,price,floor,floors,district,station
308,合租·沁春园三村4居室-南卧,合租,1034,16,2790,4,6,闵行区,春申路
309,合租·东航小区3居室-南卧,合租,556,20,3490,2,6,徐汇区,龙华中路
310,合租·越秀苑4居室-南卧,合租,454,15,3960,6,14,静安区,中山北路
312,合租·乐山路6号2居室-东卧,合租,530,21,4390,2,18,徐汇区,徐家汇
313,合租·西凌新邨3居室-南卧,合租,501,18,3790,32,32,黄浦区,西藏南路
314,合租·澳门新苑3居室-南卧,合租,657,17,3460,3,6,静安区,江宁路
315,合租·上大阳光乾清园3居室-南卧,合租,635,16,2460,4,6,宝山区,上大路
316,合租·新川苑3居室-南卧,合租,1069,17,2290,4,6,浦东新区,川沙
317,合租·芝巷公寓4居室-南卧,合租,708,18,3330,6,12,普陀区,大渡河路
318,合租·华苑大厦4居室-南卧,合租,362,15,4390,7,31,徐汇区,上海体育馆
319,合租·秋月枫舍3居室-南卧,合租,250,15,3390,4,18,普陀区,镇坪路
320,合租·锦蝶苑3居室-南卧,合租,709,21,3290,4,6,徐汇区,东安路
321,合租·紫荆四村3居室-南卧,合租,630,17,1560,4,6,嘉定区,安亭
322,合租·联星丽景苑3居室-南卧,合租,321,11,2530,8,18,普陀区,桃浦新村
323,合租·恒城花苑4居室-东南卧,合租,577,14,4490,14,24,虹口区,邮电新村
324,合租·市光一村3居室-南卧,合租,547,17,2730,1,6,杨浦区,嫩江路
325,合租·长江小区3居室-南卧,合租,601,17,3590,5,6,普陀区,隆德路
326,合租·爱建小区2居室-南卧,合租,540,17,3660,2,7,长宁区,宋园路
327,合租·南宜花苑4居室-南卧,合租,31,10,4060,5,6,徐汇区,宜山路
328,合租·爱法新都4居室-南卧,合租,740,19,3630,2,7,浦东新区,台儿庄路
329,合租·中信泰富又一城3居室-南卧,合租,116,12,1960,6,31,嘉定区,嘉定新城
330,合租·志丹苑3居室-南卧,合租,1018,18,3530,3,7,普陀区,新村路
331,合租·浦江东旭公寓(669弄1-109号)3居室-南卧,合租,557,15,2490,5,7,浦东新区,东靖路
332,合租·和祥佳园3居室-南卧,合租,587,16,1930,6,14,浦东新区,港城路
333,合租·妙境家园4居室-南卧,合租,253,16,2730,5,6,浦东新区,川沙
334,合租·浦发绿城永泰路2079弄3居室-南卧,合租,479,17,2730,1,6,浦东新区,浦三路
335,合租·冶金小区(徐汇)2居室-南卧,合租,234,14,3460,5,5,徐汇区,桂林公园
336,合租·燕宁苑4居室-南卧,合租,741,18,3490,12,18,普陀区,隆德路
337,合租·荣域飘鹰锦和花园(公寓)3居室-南卧,合租,267,14,2230,17,18,宝山区,宝安公路
338,合租·长虹小区3居室-南卧,合租,292,17,3430,1,6,长宁区,虹桥路
339,合租·汇佳苑3居室-南卧,合租,94,14,2890,2,4,浦东新区,东陆路
340,合租·桃林公寓4居室-南卧,合租,313,15,4460,14,20,浦东新区,民生路
341,合租·崇文园4居室-南卧,合租,742,19,3090,13,14,静安区,延长路
342,合租·绿地天呈5居室-南卧,合租,896,17,930,1,3,嘉定区,嘉定北
343,合租·上南大厦3居室-东卧,合租,3,12,3090,14,24,浦东新区,云台路
344,合租·绿地泾南公寓4居室-南卧,合租,394,16,3490,1,6,浦东新区,杨高中路
345,合租·芳芯苑3居室-南卧,合租,770,17,2730,3,6,浦东新区,芳华路
346,合租·水清年华花园3居室-南卧,合租,473,16,2790,4,11,闵行区,中春路
347,合租·天馨花园(公寓)4居室-南卧,合租,617,17,1890,2,6,宝山区,宝安公路
348,合租·东方丽景4居室-南卧,合租,407,16,2890,2,13,浦东新区,巨峰路
349,合租·淞园大厦3居室-东卧,合租,659,16,4090,8,22,黄浦区,西藏南路
350,合租·五星公寓3居室-西卧,合租,571,25,3460,21,24,普陀区,金沙江路
351,合租·和嘉公寓4居室-南卧,合租,165,15,3690,3,6,闵行区,东兰路
352,合租·瑞和城叁街区(鲁宁路80弄)3居室-南卧,合租,392,13,1830,7,17,闵行区,汇臻路
353,合租·东方丽景5居室-南卧,合租,407,18,2590,12,18,浦东新区,巨峰路
354,合租·精文城上城4居室-南卧,合租,759,18,3560,26,33,静安区,中兴路
355,合租·南宜花苑4居室-西卧,合租,31,13,3290,5,6,徐汇区,宜山路
356,合租·铂金府5居室-南卧,合租,5,10,1730,23,25,嘉定区,白银路
357,合租·尚诚国际苑3居室-南卧,合租,33,14,3660,7,24,普陀区,曹杨路
358,合租·五星公寓3居室-南卧,合租,571,17,3390,1,24,普陀区,金沙江路
359,合租·中包公寓3居室-北卧,合租,672,20,3460,5,6,长宁区,江苏路
360,合租·中福浦江汇4居室-南卧,合租,196,14,4230,2,12,黄浦区,南浦大桥
361,合租·广杭苑3居室-南卧,合租,1452,17,2890,4,7,杨浦区,宁国路
362,合租·越秀苑4居室-南卧,合租,454,12,3990,24,27,静安区,中山北路
363,合租·罗山六村3居室-南卧,合租,362,14,2590,6,6,浦东新区,德平路
364,合租·和合新村4居室-南卧,合租,764,50,3760,5,5,浦东新区,御桥
365,合租·三泾南宅3居室-北卧,合租,309,26,3760,7,7,长宁区,延安西路
366,合租·世华锦城3居室-南卧,合租,946,18,2760,1,6,浦东新区,杨思
367,合租·江南山水4居室-南卧,合租,264,15,2890,2,11,浦东新区,五莲路
368,合租·证大家园(三期)4居室-南卧,合租,628,32,3290,6,6,浦东新区,杨高北路
369,合租·世纪江湾3居室-南卧,合租,1693,19,3730,6,6,宝山区,淞发路
370,合租·牡丹小区(浦东)3居室-南卧,合租,666,18,3560,6,6,浦东新区,世纪公园
371,合租·莘城公寓4居室-南卧,合租,454,16,3030,7,9,闵行区,莘庄
372,合租·鹤北新村二街坊4居室-南卧,合租,789,19,1830,4,6,闵行区,金平路
373,合租·金淞家园3居室-北卧,合租,511,19,3490,5,13,长宁区,淞虹路
374,合租·莘城公寓4居室-南卧,合租,454,16,3290,7,11,闵行区,莘庄
375,合租·张江汤臣豪园(二期)4居室-南卧,合租,590,16,4260,1,12,浦东新区,金科路
376,合租·环球翡翠湾花园(公寓)4居室-南卧,合租,611,16,3230,1,18,浦东新区,浦三路
377,合租·丽都城假日景苑4居室-南卧,合租,374,15,2430,4,6,闵行区,金平路
378,合租·菊泉新城(陆翔路358弄)3居室-南卧,合租,473,15,1830,2,11,宝山区,顾村公园
379,合租·恒大翰城瀚林苑5居室-南卧,合租,536,17,2790,6,6,浦东新区,华夏西路
380,整租·名都新城（一期、二期）2室1厅-南,整租,32,101,7230,10,13,闵行区,莘庄
381,合租·荣顺苑5居室-南卧,合租,452,16,2090,6,6,闵行区,颛桥
382,合租·乳山三村2居室-南卧,合租,424,18,3590,6,6,浦东新区,东昌路
383,合租·联星丽景苑4居室-南卧,合租,321,14,2390,2,18,普陀区,桃浦新村
384,合租·金阳怡景4居室-南卧,合租,755,18,3560,15,16,普陀区,大渡河路
385,合租·东方佳苑5居室-南卧,合租,268,15,3390,6,6,浦东新区,临沂新村
386,合租·绿水家园4居室-南卧,合租,415,15,2430,11,14,闵行区,春申路
387,合租·海厦小区3居室-北卧,合租,433,18,3690,7,8,长宁区,延安西路
388,合租·江南山水4居室-南卧,合租,264,15,3430,4,11,浦东新区,五莲路
389,合租·黄山始信苑3居室-南卧,合租,597,15,2790,2,6,浦东新区,云山路
390,合租·东体小区3居室-南卧,合租,625,15,2990,3,6,虹口区,曲阳路
391,合租·美罗家园罗翔苑4居室-南卧,合租,873,18,1590,1,18,宝山区,罗南新村
392,合租·岚皋大楼3居室-南卧,合租,393,17,2890,1,24,普陀区,镇坪路
393,合租·逸景佳苑4居室-南卧,合租,634,18,2460,7,9,宝山区,殷高西路
394,合租·中铁北城时代2居室-南卧,合租,1824,19,4390,15,29,宝山区,友谊西路
395,合租·灵广花园3居室-北卧,合租,622,19,2890,4,7,静安区,中山北路
396,合租·大华锦绣华城(十九街区)(公寓)6居室-南卧,合租,326,16,2960,6,6,浦东新区,下南路
397,合租·白玉新村2居室-南卧,合租,405,16,3230,6,6,普陀区,曹杨路
398,合租·陆家嘴新景园3居室-南卧,合租,50,14,2890,1,6,浦东新区,云山路
399,合租·铁岭路10弄3居室-南卧,合租,619,23,3490,5,6,杨浦区,江浦路
400,合租·锦城公寓(黄浦)3居室-北卧,合租,407,18,3790,17,22,黄浦区,打浦桥
401,合租·玉兰香苑二期A块3居室-南卧,合租,1035,15,2630,5,6,浦东新区,张江路
402,合租·久久公寓3居室-东卧,合租,420,19,2760,2,8,虹口区,江湾镇
403,合租·联星丽景苑4居室-南卧,合租,321,14,2490,15,18,普陀区,桃浦新村
404,合租·九峰小区4居室-南卧,合租,405,17,1830,2,6,松江区,松江体育中心
405,合租·武宁小城3居室-西南卧,合租,537,22,3960,19,28,普陀区,曹杨路
406,合租·正南花苑4居室-南卧,合租,577,18,2890,6,6,徐汇区,上海南
407,合租·川杨新苑(四期)3居室-南卧,合租,930,14,2890,5,6,浦东新区,张江路
408,合租·证大家园(三期)3居室-南卧,合租,628,16,2760,3,8,浦东新区,杨高北路
409,合租·怡沣大厦3居室-西南卧,合租,243,14,4460,9,24,普陀区,武宁路
410,合租·保利西子湾3居室-南卧,合租,998,18,2030,5,11,松江区,松江大学城
411,合租·建业新村3居室-南卧,合租,194,13,2790,6,6,浦东新区,杨高南路
412,合租·嘉宝梦之月华庭5居室-南卧,合租,484,14,1660,7,8,嘉定区,嘉定西
413,合租·绿地公寓(长宁)4居室-南卧,合租,1169,24,3490,4,5,长宁区,北新泾
414,合租·锦兰苑4居室-南卧,合租,742,18,3530,1,5,杨浦区,翔殷路
415,合租·桃浦新家园4居室-南卧,合租,825,18,2390,5,6,普陀区,桃浦新村
416,合租·新安小区3居室-南卧,合租,725,19,3460,2,6,长宁区,威宁路
417,合租·莘城公寓4居室-南卧,合租,454,14,3390,4,5,闵行区,莘庄
418,合租·天山中华园4居室-东南卧,合租,395,16,3860,12,14,长宁区,威宁路
419,合租·东明花苑3居室-南卧,合租,710,19,1790,1,7,松江区,松江新城
420,合租·万兆家园(四期)3居室-南卧,合租,729,17,2990,5,6,闵行区,七宝
421,合租·三湘四季花城3居室-南卧,合租,546,16,2030,10,14,松江区,松江大学城
422,合租·隆德小区2居室-北卧,合租,305,17,4290,8,21,普陀区,隆德路
423,合租·陆家嘴花园(二期)4居室-南卧,合租,911,18,3890,2,11,浦东新区,杨高中路
424,合租·保利天鹅语3居室-南卧,合租,673,15,1790,6,32,嘉定区,白银路
425,合租·悦达花苑4居室-南卧,合租,455,17,3460,1,9,长宁区,延安西路
426,合租·锦佳苑3居室-南卧,合租,748,26,3590,3,6,静安区,延长路
427,合租·亭汇花苑4居室-南卧,合租,446,16,2790,1,6,松江区,九亭
428,合租·玉佛城3居室-南卧,合租,184,15,3490,1,28,静安区,江宁路
429,合租·罗山八村4居室-南卧,合租,691,19,2960,2,6,浦东新区,德平路
430,合租·绿洲城市花园3居室-南卧,合租,526,15,4730,1,8,普陀区,长寿路
431,合租·绿洲城市花园3居室-南卧,合租,526,15,3760,4,11,普陀区,长寿路
432,合租·大华锦绣华城(十九街区)(公寓)4居室-南卧,合租,326,15,3690,5,10,浦东新区,下南路
433,合租·乳山三村2居室-南卧,合租,424,16,3360,4,6,浦东新区,东昌路
434,合租·象源丽都4居室-南卧,合租,615,15,3390,9,11,普陀区,真北路
435,合租·呼玛三村3居室-南卧,合租,311,16,2490,6,6,宝山区,呼兰路
436,合租·愉景华庭3居室-南卧,合租,906,17,2930,14,18,普陀区,上海西
437,合租·潍坊一村2居室-南卧,合租,849,18,3290,3,6,浦东新区,浦电路
438,合租·锦南花苑4居室-南卧,合租,1032,18,4230,15,18,浦东新区,蓝村路
439,合租·长峰大厦3居室-东卧,合租,578,21,3990,7,32,长宁区,中山公园
440,合租·嘉宝梦之缘景庭3居室-南卧,合租,1056,16,1860,6,20,嘉定区,白银路
441,合租·紫荆三村5居室-南卧,合租,588,21,1490,6,6,嘉定区,安亭
442,合租·罗山怡景苑4居室-东南卧,合租,589,16,3890,3,8,浦东新区,芳甸路
443,合租·白玉兰家园3居室-南卧,合租,371,14,4590,2,13,黄浦区,西藏南路
444,合租·黄山新村3居室-南卧,合租,591,16,2790,5,6,浦东新区,云山路
445,合租·吉浦小区3居室-南卧,合租,852,19,3230,5,20,虹口区,江湾镇
446,合租·马陆金沙湾4居室-南卧,合租,797,16,2090,7,18,嘉定区,马陆
447,合租·保利天鹅语3居室-南卧,合租,673,14,1790,13,32,嘉定区,白银路
448,合租·中远两湾城4居室-南卧,合租,459,15,4360,14,34,普陀区,中潭路
449,合租·新华公寓4居室-南卧,合租,871,20,3790,8,15,长宁区,虹桥路
450,合租·荣城花苑5居室-南卧,合租,307,14,3660,31,31,浦东新区,浦东大道
451,合租·新高苑(四期)4居室-南卧,合租,1313,14,2290,11,12,浦东新区,金京路
452,合租·中关村公寓4居室-南卧,合租,312,16,3660,17,24,普陀区,枫桥路
453,合租·亚都国际名园4居室-南卧,合租,35,14,4290,19,32,徐汇区,徐家汇
454,合租·海鑫公寓3居室-南卧,合租,889,21,3090,17,18,普陀区,金沙江路
455,合租·沙田公寓3居室-南卧,合租,1004,15,2330,4,6,浦东新区,华夏东路
456,合租·羽北小区3居室-南卧,合租,437,12,2960,5,6,浦东新区,民生路
457,合租·中宁大厦4居室-南卧,合租,855,20,4560,12,20,长宁区,中山公园
458,合租·纪念小区3居室-南卧,合租,680,18,2830,6,6,虹口区,大柏树
459,合租·淮海鑫城苑4居室-南卧,合租,254,15,4390,2,6,长宁区,虹桥路
460,合租·三湘四季花城4居室-南卧,合租,546,16,2560,11,14,松江区,松江大学城
461,合租·申立苑4居室-南卧,合租,524,22,3730,1,6,浦东新区,杨高中路
462,合租·大上海国际花园十五区4居室-南卧,合租,660,17,3330,1,6,闵行区,合川路
463,合租·交大公寓3居室-南卧,合租,699,16,3730,15,26,长宁区,虹桥路
464,合租·上海青年城3居室-南卧,合租,62,10,2430,18,19,松江区,九亭
465,合租·上海青年城3居室-南卧,合租,62,10,2430,7,17,松江区,九亭
466,合租·盛世年华4居室-南卧,合租,945,19,4990,16,32,浦东新区,源深体育中心
467,合租·上海青年城3居室-南卧,合租,62,10,2330,11,17,松江区,九亭
468,合租·虹桥世家花园(公寓)4居室-南卧,合租,805,18,4390,9,18,长宁区,中山公园
469,合租·虹桥世家花园(公寓)4居室-南卧,合租,805,19,4430,7,18,长宁区,中山公园
470,合租·大宅风范城4居室-南卧,合租,938,21,2630,3,6,嘉定区,金运路
471,合租·紫荆三村4居室-南卧,合租,588,16,1560,4,6,嘉定区,安亭
472,合租·康健路77弄3居室-南卧,合租,660,18,3090,6,6,徐汇区,漕宝路
473,合租·陆家嘴花园(一期)4居室-南卧,合租,658,15,4790,4,11,浦东新区,民生路
474,合租·上影广场(徐汇)3居室-南卧,合租,345,15,3660,18,31,徐汇区,上海体育馆
475,合租·桃浦新家园3居室-南卧,合租,825,17,2290,5,6,普陀区,桃浦新村
476,合租·崇文园4居室-南卧,合租,742,17,3330,12,14,静安区,延长路
477,合租·民乐佳苑一区4居室-南卧,合租,491,16,1890,5,6,青浦区,漕盈路
478,合租·爱法新都4居室-东卧,合租,740,19,2930,3,9,浦东新区,台儿庄路
479,合租·金祥苑3居室-南卧,合租,777,13,3290,5,6,徐汇区,桂林路
480,合租·民乐佳苑一区4居室-南卧,合租,491,16,1560,5,6,青浦区,漕盈路
481,整租·弘辉名苑2室1厅-南,整租,158,143,3490,6,22,黄浦区,西藏南路
482,合租·莘城公寓4居室-南卧,合租,454,14,3330,5,8,闵行区,莘庄
483,合租·华莘花园3居室-南卧,合租,606,16,2730,1,6,闵行区,中春路
484,合租·虹御公寓4居室-南卧,合租,203,13,2490,3,6,浦东新区,张江路
485,合租·保利叶之林(一期)4居室-南卧,合租,601,14,2630,9,13,宝山区,祁华路
486,合租·世纪苑3居室-南卧,合租,796,16,3590,13,18,闵行区,莲花路
487,合租·航华二村嘉丰公寓3居室-南卧,合租,902,18,2430,2,6,闵行区,航中路
488,合租·花木苑3居室-南卧,合租,847,21,3690,6,6,浦东新区,世纪公园
489,合租·金汇花园四街坊3居室-南卧,合租,741,17,2990,5,6,闵行区,龙柏新村
490,合租·铂金府3居室-南卧,合租,5,11,1760,16,18,嘉定区,白银路
491,合租·证大家园(四期)3居室-南卧,合租,531,14,2660,11,11,浦东新区,杨高北路
492,合租·复星新苑3居室-南卧,合租,469,15,2690,4,6,宝山区,行知路
493,合租·漕溪大楼3居室-南卧,合租,237,15,3390,5,14,徐汇区,上海体育馆
494,合租·宝地新品居3居室-南卧,合租,609,16,3690,7,11,长宁区,北新泾
495,合租·杨南新村3居室-南卧,合租,526,17,2390,1,6,浦东新区,上南路
496,合租·平南三四村3居室-南卧,合租,224,15,2760,5,6,闵行区,东兰路
497,合租·武宁路200弄3居室-北卧,合租,425,21,3760,6,6,普陀区,曹杨路
498,合租·杨南新村4居室-南卧,合租,526,20,2560,1,6,浦东新区,上南路
499,合租·江南山水3居室-南卧,合租,264,15,2690,3,11,浦东新区,五莲路
500,合租·创世纪花园4居室-南卧,合租,391,15,4390,11,34,徐汇区,上海体育馆
501,合租·新世纪公寓3居室-西卧,合租,528,16,3330,13,18,静安区,延长路
502,合租·南华苑4居室-南卧,合租,522,17,2660,3,6,宝山区,大华三路
503,合租·同济新村3居室-西南卧,合租,6,14,3490,1,6,杨浦区,同济大学
504,合租·佳泰花园4居室-南卧,合租,368,15,3430,1,6,杨浦区,黄兴公园
505,合租·锦秋花园4居室-南卧,合租,150,14,2290,6,6,松江区,上海大学
506,合租·燕宁苑4居室-东卧,合租,741,19,3490,2,11,普陀区,隆德路
507,合租·祥德路450弄3居室-南卧,合租,456,25,3530,2,5,虹口区,邮电新村
508,合租·明丰公寓4居室-西卧,合租,501,19,1760,2,7,松江区,松江新城
509,合租·高南新村3居室-南卧,合租,968,27,2690,1,6,浦东新区,外高桥保税区北
510,合租·三航小区2居室-南卧,合租,237,14,3560,1,5,浦东新区,东昌路
511,合租·瑞和城叁街区(鲁宁路80弄)4居室-南卧,合租,392,14,1560,12,17,闵行区,汇臻路
512,合租·丽都城假日景苑4居室-南卧,合租,374,14,1860,2,11,闵行区,金平路
513,合租·万兆家园(二期)(公寓)3居室-南卧,合租,555,15,2930,4,5,闵行区,七宝
514,合租·西郊家园(长宁)4居室-南卧,合租,218,15,3360,1,15,长宁区,上海动物园
515,合租·新梅共和城3居室-南卧,合租,274,12,2660,1,17,静安区,上海马戏城
516,合租·高华小区3居室-南卧,合租,454,15,1790,5,5,闵行区,江川路
517,合租·三佳苑3居室-南卧,合租,456,16,2630,6,6,闵行区,航中路
518,合租·中冶尚城3居室-南卧,合租,443,13,2430,8,11,浦东新区,洲海路
519,合租·春港丽园(公寓)2居室-南卧,合租,1165,18,3590,4,6,浦东新区,广兰路
520,合租·莲浦新苑3居室-南卧,合租,438,16,2490,1,6,闵行区,莘庄
521,合租·越秀苑4居室-南卧,合租,454,14,3830,13,27,静安区,中山北路
522,合租·骏丰嘉峰汇3居室-南卧,合租,1151,19,2490,12,18,嘉定区,南翔
523,合租·潍坊四村2居室-南卧,合租,573,14,3290,5,6,浦东新区,浦电路
524,合租·江南山水4居室-南卧,合租,264,14,3390,6,11,浦东新区,五莲路
525,整租·佳兆业壹号2室1厅-南,整租,648,125,5290,15,18,嘉定区,马陆
526,合租·名嘉新苑4居室-南卧,合租,1238,18,2590,8,11,浦东新区,浦三路
527,合租·圣骊澳门苑4居室-南卧,合租,741,17,3690,1,17,静安区,江宁路
528,合租·高南新村4居室-南卧,合租,968,18,1890,3,6,浦东新区,外高桥保税区北
529,合租·五星公寓3居室-北卧,合租,571,27,3890,21,24,普陀区,金沙江路
530,合租·陆家嘴花园(二期)4居室-南卧,合租,911,16,4860,4,10,浦东新区,杨高中路
531,合租·明安馨苑3居室-南卧,合租,304,14,3230,1,6,徐汇区,上海游泳馆
532,合租·玉佛城4居室-北卧,合租,184,16,3460,2,28,静安区,江宁路
533,合租·吴东小区3居室-南卧,合租,548,16,3490,1,6,长宁区,虹桥路
534,合租·精文城上城4居室-南卧,合租,759,16,3690,7,30,静安区,中兴路
535,合租·恒大华城上河苑4居室-南卧,合租,1054,15,2790,6,6,浦东新区,杨思
536,合租·云都苑4居室-南卧,合租,531,16,3960,8,24,普陀区,长寿路
537,合租·华苑大厦4居室-南卧,合租,362,15,3290,21,29,徐汇区,上海体育馆
538,合租·静安晶华园4居室-南卧,合租,765,20,3490,1,18,静安区,江宁路
539,合租·锦桂苑4居室-南卧,合租,582,16,1890,4,6,松江区,松江新城
540,合租·佳安公寓4居室-西卧,合租,720,22,3930,9,34,徐汇区,上海体育场
541,合租·明园小安桥5居室-南卧,合租,546,16,3060,5,16,徐汇区,宜山路
542,合租·薛家宅小区3居室-南卧,合租,1035,20,3460,4,7,徐汇区,桂林公园
543,合租·联星丽景苑3居室-南卧,合租,321,12,2530,4,18,普陀区,桃浦新村
544,合租·金诚花园3居室-南卧,合租,363,15,3760,11,18,徐汇区,宜山路
545,合租·金诚花园3居室-南卧,合租,363,15,3630,8,18,徐汇区,宜山路
546,合租·胡姬花园4居室-南卧,合租,866,18,3630,13,15,浦东新区,张江高科
547,合租·巨峰家苑(公寓)3居室-南卧,合租,264,14,2690,6,14,浦东新区,杨高北路
548,合租·星辰园(公寓)3居室-南卧,合租,434,14,2090,8,18,松江区,松江大学城
549,合租·明辉苑3居室-南卧,合租,172,14,3590,2,16,徐汇区,宜山路
550,合租·双桥小区3居室-南卧,合租,1028,17,2490,3,6,浦东新区,巨峰路
551,合租·闵浦一村4居室-南卧,合租,382,14,1690,6,6,闵行区,三鲁公路
552,合租·菊泉新城(陆翔路358弄)3居室-南卧,合租,473,13,1890,5,7,宝山区,顾村公园
553,合租·龙湖蔚澜香醍4居室-北卧,合租,486,16,1730,3,30,嘉定区,白银路
554,合租·金地湾流域（一期518弄别墅/大洋房）6居室-南卧,合租,447,15,2990,3,14,浦东新区,三林东
555,合租·南洋新都3居室-南卧,合租,482,16,3430,2,13,长宁区,威宁路
556,合租·葑润华庭3居室-南卧,合租,327,15,1930,2,6,宝山区,祁华路
558,合租·金榜人家4居室-南卧,合租,21,13,1790,5,6,闵行区,东川路
559,合租·安顺路363号3居室-南卧,合租,668,16,4690,6,7,长宁区,伊犁路
560,合租·曹家巷小区2居室-南卧,合租,328,13,3590,3,6,普陀区,金沙江路
561,合租·西南名苑5居室-南卧,合租,724,42,3090,9,9,松江区,泗泾
564,合租·上海大花园5居室-南卧,合租,796,18,3760,9,23,虹口区,大连路
565,合租·苏堤春晓名苑4居室-东北卧,合租,561,17,3760,3,24,普陀区,武宁路
566,合租·九英里3居室-南卧,合租,1194,17,2560,4,12,宝山区,通河新村
567,合租·新青浦佳园4居室-南卧,合租,442,16,1990,1,5,青浦区,青浦新城
568,合租·瑞和城叁街区(鲁宁路80弄)3居室-南卧,合租,392,12,1630,10,17,闵行区,汇臻路
569,合租·奥塞花园4居室-南卧,合租,638,16,2390,1,9,闵行区,春申路
570,合租·和源馨苑3居室-南卧,合租,657,16,3390,35,35,静安区,中兴路
571,合租·建设公寓3居室-南卧,合租,1129,23,3260,4,6,虹口区,江湾镇
572,合租·明园森林都市4居室-东卧,合租,686,18,2860,1,24,静安区,汶水路
573,合租·阳城花园3居室-南卧,合租,351,15,2890,3,6,宝山区,行知路
574,合租·音乐广场4居室-南卧,合租,180,13,3830,10,28,静安区,江宁路
575,合租·永盛苑4居室-南卧,合租,498,16,3030,19,32,静安区,汉中路
576,合租·西雅图嘉萱苑3居室-南卧,合租,713,15,4590,19,26,徐汇区,漕宝路
577,合租·金沙雅苑(二期)4居室-南卧,合租,370,14,3630,10,13,普陀区,祁连山南路
578,合租·安顺路231弄2居室-南卧,合租,682,18,3690,1,6,长宁区,虹桥路
579,合租·兰园小区2居室-南卧,合租,831,18,3390,5,6,浦东新区,商城路
580,合租·黄浦新苑(公寓)4居室-南卧,合租,277,14,4390,16,29,黄浦区,陆家浜路
581,合租·昌七小区3居室-南卧,合租,551,16,3090,2,6,浦东新区,东明路
582,合租·秋月枫舍4居室-南卧,合租,250,14,3860,28,32,普陀区,镇坪路
583,合租·绿洲湖畔花园4居室-南卧,合租,394,14,4360,16,25,普陀区,真北路
584,合租·潍坊二村2居室-南卧,合租,1080,18,3490,5,6,浦东新区,浦电路
585,合租·长峰馨园3居室-南卧,合租,521,15,3590,15,34,黄浦区,小南门
586,合租·新城盛世4居室-南卧,合租,479,13,2090,8,16,青浦区,漕盈路
587,合租·水岸豪庭4居室-北卧,合租,372,17,3290,7,17,普陀区,隆德路
588,合租·润江花苑3居室-南卧,合租,1634,23,2290,4,6,松江区,泗泾
589,合租·金汇花园四街坊4居室-南卧,合租,741,17,3430,6,7,闵行区,龙柏新村
590,合租·中冶翔腾3居室-南卧,合租,204,13,2330,14,16,嘉定区,南翔
591,合租·申银发展大厦(公寓)4居室-西南卧,合租,839,15,3860,5,29,静安区,南京西路
592,合租·上南大厦3居室-南卧,合租,3,9,2990,14,24,浦东新区,云台路
593,合租·新凯二期3居室-南卧,合租,1435,22,2490,3,6,松江区,佘山
594,合租·安亭大厦4居室-南卧,合租,748,17,1490,4,18,嘉定区,安亭
595,合租·广友小区3居室-南卧,合租,267,15,3290,6,6,长宁区,淞虹路
596,合租·丹桂花园3居室-南卧,合租,913,19,2630,1,6,闵行区,航中路
597,合租·香山苑3居室-南卧,合租,996,24,3090,23,24,普陀区,金沙江路
599,合租·华中公寓3居室-南卧,合租,153,13,1730,5,6,松江区,松江体育中心
600,合租·乐业公寓3居室-南卧,合租,633,16,3460,3,6,静安区,西藏北路
601,合租·宏润花园4居室-南卧,合租,406,15,4790,6,21,徐汇区,漕溪路
602,合租·复星花园(行知路50弄)3居室-南卧,合租,74,14,2590,4,6,宝山区,行知路
603,合租·管弄五六街坊3居室-南卧,合租,887,18,3090,5,6,普陀区,岚皋路
604,合租·铂金府3居室-南卧,合租,5,11,1590,16,18,嘉定区,白银路
605,合租·世博花园4居室-西北卧,合租,385,16,3330,7,18,虹口区,邮电新村
606,合租·瞿溪新村3居室-南卧,合租,482,17,3230,6,6,黄浦区,南浦大桥
607,合租·永和雅园3居室-南卧,合租,956,16,2960,1,6,宝山区,行知路
608,合租·中福花苑3居室-南卧,合租,313,14,3790,11,19,黄浦区,南浦大桥
609,合租·荣丰花园3居室-南卧,合租,378,15,2960,5,6,杨浦区,宁国路
610,合租·由由七村3居室-南卧,合租,593,16,2790,5,6,浦东新区,杨高南路
611,合租·纯翠苑5居室-南卧,合租,717,17,2630,6,6,浦东新区,上南路
612,合租·奥林匹克花园5居室-南卧,合租,935,22,2530,4,4,闵行区,中春路
613,合租·宏明雅舍3居室-南卧,合租,90,14,2760,6,6,闵行区,星中路
614,合租·葑润华庭3居室-南卧,合租,327,14,2090,4,6,宝山区,祁华路
615,合租·大华锦绣华城(十九街区)(公寓)5居室-南卧,合租,326,15,3590,6,6,浦东新区,下南路
616,合租·地杰国际城D街坊3居室-南卧,合租,523,11,2230,18,27,浦东新区,御桥
617,整租·中远两湾城2室1厅-南,整租,459,111,8700,7,34,普陀区,中潭路
618,合租·宝华现代城4居室-南卧,合租,271,14,3360,13,28,静安区,上海马戏城
619,合租·保利天鹅语3居室-南卧,合租,673,14,1890,16,18,嘉定区,白银路
620,合租·长阳新苑4居室-南卧,合租,345,15,3460,2,9,杨浦区,宁国路
622,合租·御景豪园4居室-南卧,合租,779,16,2330,4,12,浦东新区,华夏东路
623,合租·象源丽都3居室-南卧,合租,615,15,3790,5,13,普陀区,真北路
624,合租·象源丽都3居室-南卧,合租,615,15,3560,10,13,普陀区,真北路
625,合租·张江汤臣豪园(四期)3居室-南卧,合租,821,16,4260,2,12,浦东新区,张江高科
